Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
cellular protein metabolic process (GO:0044267),54/417,5.638519064438773e-76,2.6962372980861772e-74,0,0,153.17616354936928,26540.350681414184,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP0;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS19;RPS18;RPL37;RPS11;RPL39;RPS13;RPS12;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPSA;EEF1A1;RPL37A;RPL24;RPL27;RPL29;RPL10;RPL12;RPL11;RPS3;RPL14;RPL13;RPL15;RPS2;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS29;RPL27A;RPS20;RPS24;RPS23
rRNA metabolic process (GO:0016072),39/162,1.1440734667081406e-63,5.014855362404016e-62,0,0,184.6857962697274,26766.19216176693,RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPLP0;RPL11;RPL10A;RPL9;RPL6;RPL7;RPL7A;RPS14;RPS19;RPL14;RPL13;RPL37;RPL15;RPS2;RPL39;RPL19;RPL41;RPS7;RPL23;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPL27A;RPL37A;RPL24;RPL27;RPL29;RPS24
rRNA processing (GO:0006364),39/173,2.0565584442001187e-62,8.32115185884048e-61,0,0,169.43086040386305,24065.830955740013,RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPLP0;RPL11;RPL10A;RPL9;RPL6;RPL7;RPL7A;RPS14;RPS19;RPL14;RPL13;RPL37;RPL15;RPS2;RPL39;RPL19;RPL41;RPS7;RPL23;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPL27A;RPL37A;RPL24;RPL27;RPL29;RPS24
ribosome biogenesis (GO:0042254),39/192,1.9035073420986883e-60,7.151749013885072e-59,0,0,148.2479815455594,20385.788590342047,RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPLP0;RPL11;RPL10A;RPL9;RPL6;RPL7;RPL7A;RPS14;RPS19;RPL14;RPL13;RPL37;RPL15;RPS2;RPL39;RPL19;RPL41;RPS7;RPL23;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPL27A;RPL37A;RPL24;RPL27;RPL29;RPS24
ncRNA processing (GO:0034470),39/201,1.3664338515548492e-59,4.7916280394523386e-58,0,0,139.94825708061003,18968.631011955862,RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPL12;RPLP0;RPL11;RPL10A;RPL9;RPL6;RPL7;RPL7A;RPS14;RPS19;RPL14;RPL13;RPL37;RPL15;RPS2;RPL39;RPL19;RPL41;RPS7;RPL23;RPS6;RPL13A;RPL35A;RPL23A;RPS25;RPL27A;RPL37A;RPL24;RPL27;RPL29;RPS24
ribosomal large subunit biogenesis (GO:0042273),13/57,1.4239681057235263e-20,4.681295147566093e-19,0,0,97.90871212121212,4474.257238878611,RPL5;RPL3;RPL10;RPLP0;RPL11;RPL35A;RPL23A;RPL10A;RPL6;RPL7;RPL7A;RPL14;RPL24
ribosome assembly (GO:0042255),12/50,2.3503967863426113e-19,7.27240417421302e-18,0,0,102.96289905090596,4416.54543072564,RPL5;RPS14;RPL3;RPS19;RPL10;RPS5;RPLP0;RPL11;RPL24;RPSA;RPL23A;RPL6
ribonucleoprotein complex assembly (GO:0022618),14/136,5.990867172634665e-17,1.750664518225463e-15,0,0,38.52042233953876,1438.8807009109676,RPL5;RPL3;RPL10;RPS5;RPLP0;RPL11;RPSA;RPL23A;RPL6;RPS14;EIF2S3;RPS19;RPL24;EIF4B
ribonucleoprotein complex biogenesis (GO:0022613),10/60,1.4406153426154254e-14,3.988229843240599e-13,0,0,63.1015873015873,2011.1183215523765,RPL5;RPS25;RPS19;RPS7;RPS6;RPL11;RPL14;RPL35A;RPS24;RPL7
ribosomal large subunit assembly (GO:0000027),8/25,2.1819169859913863e-14,5.738441673157346e-13,0,0,144.1447963800905,4534.216907377477,RPL5;RPL3;RPL10;RPL11;RPLP0;RPL24;RPL23A;RPL6
ribosomal small subunit biogenesis (GO:0042274),8/40,1.4856871272055487e-12,3.721292518619612e-11,0,0,76.51923076923077,2084.012248780044,RPS14;RPS25;RPS19;RPS7;RPS5;RPS6;RPSA;RPS24
negative regulation of ubiquitin protein ligase activity (GO:1904667),4/9,2.0292033573734344e-8,4.851640754447394e-7,0,0,230.97971014492754,4091.3522589236372,RPL5;RPS7;RPL23;RPL11
negative regulation of ubiquitin-protein transferase activity (GO:0051444),4/15,2.1622427376602118e-7,4.944955130475093e-6,0,0,104.95915678524374,1610.8028959018359,RPL5;RPS7;RPL23;RPL11
regulation of translation (GO:0006417),8/178,2.760793255232399e-7,6.050738551051008e-6,0,0,14.30371040723982,216.02289641054435,RPS4X;RPL5;RPL10;RACK1;RPS3;RPL13A;EEF2;EIF4B
ribosomal small subunit assembly (GO:0000028),4/17,3.7493251374531143e-7,7.888580089201353e-6,0,0,88.80267558528428,1313.9705467485358,RPS14;RPS19;RPS5;RPSA
regulation of ubiquitin protein ligase activity (GO:1904666),4/21,9.324995496777678e-7,1.8865183197327147e-5,0,0,67.89428815004263,942.7391564255943,RPL5;RPS7;RPL23;RPL11
positive regulation of signal transduction by p53 class mediator (GO:1901798),4/22,1.1365823115745725e-6,2.2142307255119448e-5,0,0,64.11916264090178,877.6300621626275,RPS7;RPL23;RPS20;RPL37
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),4/26,2.297398734148444e-6,4.3158276220074336e-5,0,0,52.45059288537549,681.0044968744282,RPL5;RPS7;RPL23;RPL11
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059),4/38,1.0974145149427353e-5,1.990482878827168e-4,0,0,33.91815856777494,387.3443021760695,RPL5;RPS7;RPL23;RPL11
regulation of ubiquitin-dependent protein catabolic process (GO:2000058),4/42,1.6458303751094902e-5,2.885689257691973e-4,0,0,30.341723874904652,334.2043918986734,RPL5;RPS7;RPL23;RPL11
maturation of LSU-rRNA (GO:0000470),3/26,1.1418925071263456e-4,0.001937533737898251,0,0,37.088198757763976,336.6738132577794,RPL7A;RPL10A;RPL7
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",3/30,1.7645259689293347e-4,0.002900439561427594,0,0,31.58730158730159,272.99193647793965,RPS14;RPS19;RPS8
positive regulation of cellular amide metabolic process (GO:0034250),4/81,2.197438672615484e-4,0.003502584066047711,0,0,14.94447581404103,125.87803606420178,RPS4X;RPL5;RACK1;EEF2
regulation of signal transduction by p53 class mediator (GO:1901796),5/156,2.652815299768441e-4,0.0041040613167005885,0,0,9.62991819244254,79.29966952416879,RPL5;RPL23;RPL11;RPS20;RPL37
maturation of SSU-rRNA (GO:0030490),3/35,2.8075503769816495e-4,0.004219347137978136,0,0,26.645089285714285,217.90428679505138,RPS14;RPS19;RPS8
positive regulation of gene expression (GO:0010628),8/482,3.658751290068803e-4,0.00534584216271164,0,0,5.051087309315157,39.970357340932765,RPS4X;RPL5;RPS7;RPL23;RPL11;RPS3;EEF2;ACTB
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),3/40,4.183063282338499e-4,0.00594673320678392,0,0,23.038610038610038,179.2241796171757,RPS7;RACK1;RPS3
positive regulation of translation (GO:0045727),4/100,4.915838573587474e-4,0.006804555499228978,0,0,11.97524154589372,91.22592932976644,RPS4X;RPL5;EIF2S3;EEF2
translational elongation (GO:0006414),4/104,5.701532232888839e-4,0.007443788851673356,0,0,11.49391304347826,85.85499517199727,EEF1B2;EEF1A1;RACK1;EEF2
formation of translation preinitiation complex (GO:0001731),2/10,5.802192831152235e-4,0.007443788851673356,0,0,70.13732394366197,522.670663979618,EIF2S3;EIF4B
regulation of protein neddylation (GO:2000434),2/10,5.802192831152235e-4,0.007443788851673356,0,0,70.13732394366197,522.670663979618,RPL5;RPL11
negative regulation of protein modification by small protein conjugation or removal (GO:1903321),3/55,0.001068071594490535,0.013376325207190986,0,0,16.380494505494507,112.07371362357779,RPL5;RPL11;RPS3
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),3/64,0.0016568622589987344,0.020267663912403124,0,0,13.957377049180328,89.36670789604038,RPL30;RPS19;RPL39
cytoplasmic translational initiation (GO:0002183),2/19,0.002158469583729576,0.025803522750949024,0,0,32.99088649544325,202.50980060332466,EIF2S3;EIF4B
positive regulation of embryonic development (GO:0040019),2/20,0.0023926495225994084,0.027967414419717528,0,0,31.156494522691705,188.04047198052453,CFL1;RACK1
negative regulation of cellular amide metabolic process (GO:0034249),3/86,0.0038433323361367934,0.04394766975669464,0,0,10.246471600688468,56.98488590691847,RACK1;RPS3;RPL13A
protein stabilization (GO:0050821),4/179,0.0041774565866004336,0.04675196094791124,0,0,6.543105590062112,35.84347717692471,RPL5;RPS7;RPL23;RPL11
negative regulation of translation (GO:0017148),3/90,0.004366309518939849,0.04784747514504918,0,0,9.773399014778326,53.10705845616846,RACK1;RPS3;RPL13A
negative regulation of cellular protein metabolic process (GO:0032269),3/94,0.004930474158446077,0.052927130762094626,0,0,9.341915227629514,49.62724419848809,RACK1;RPS3;RPL13A
positive regulation of cellular protein metabolic process (GO:0032270),3/102,0.006185874782338917,0.0650754027102054,0,0,8.583549783549783,43.65152952506157,RPS4X;RPL5;EEF2
negative regulation of gene expression (GO:0010629),5/322,0.006449652947434947,0.06651995000687808,0,0,4.548617554277231,22.941994069284657,RACK1;RPS3;RPL13A;RPS13;H3-3A
regulation of protein binding (GO:0043393),3/118,0.009226077002968196,0.09332531737617829,0,0,7.383354037267081,34.596339629169705,RPL11;RACK1;ACTB
positive regulation of macromolecule biosynthetic process (GO:0010557),3/129,0.011742298897381983,0.11653677773628156,0,0,6.735034013605442,29.93424705767659,RPS4X;RPL5;EEF2
erythrocyte differentiation (GO:0030218),2/46,0.012260986149212767,0.11725961299065302,0,0,12.729193341869399,56.02541764199213,RPS14;RPS19
interleukin-12-mediated signaling pathway (GO:0035722),2/46,0.012260986149212767,0.11725961299065302,0,0,12.729193341869399,56.02541764199213,RPLP0;CFL1
positive regulation of macromolecule metabolic process (GO:0010604),5/384,0.01315275303761645,0.12273573106777069,0,0,3.792487971441875,16.425736377458524,RPL5;RPS7;RPL23;RPL11;RPS3
cellular response to interleukin-12 (GO:0071349),2/48,0.01330025983053789,0.12273573106777069,0,0,12.174525413349663,52.59360534174025,RPLP0;CFL1
myeloid cell differentiation (GO:0030099),2/52,0.015489228344894771,0.1342330934963045,0,0,11.19830985915493,46.67019310326785,RPS14;RPS19
regulation of gene silencing by RNA (GO:0060966),2/55,0.017225308933891778,0.1342330934963045,0,0,10.562848790858357,42.89969557500649,RANBP2;H3-3A
regulation of posttranscriptional gene silencing (GO:0060147),2/55,0.017225308933891778,0.1342330934963045,0,0,10.562848790858357,42.89969557500649,RANBP2;H3-3A
Rho protein signal transduction (GO:0007266),2/56,0.017821596510184588,0.1342330934963045,0,0,10.366718831507564,41.75034568511572,ARHGDIB;CFL1
regulation of respiratory burst involved in inflammatory response (GO:0060264),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RPS19
positive regulation of deoxyribonuclease activity (GO:0032077),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RPS3
negative regulation of hydrogen peroxide-induced neuron death (GO:1903208),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RACK1
rescue of stalled ribosome (GO:0072344),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RACK1
positive regulation of Golgi to plasma membrane protein transport (GO:0042998),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RACK1
positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902255),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RPS7
regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:2001270),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RPS3
positive regulation of mitochondrial depolarization (GO:0051901),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RACK1
cellular response to antibiotic (GO:0071236),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,RPL23
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),1/5,0.018118915662048707,0.1342330934963045,0,0,69.17708333333333,277.45536435713205,TMSB4X
regulation of apoptotic process (GO:0042981),7/742,0.01844114813376766,0.1347228321994693,0,0,2.7694083694083695,11.058720632813078,RPL10;CFL1;RPS6;RACK1;RPS3;RPS3A;RPS27A
positive regulation of apoptotic signaling pathway (GO:2001235),2/59,0.01966226345815744,0.1416760353286413,0,0,9.819619471213244,38.581815562195835,RACK1;RPS3
protein-DNA complex subunit organization (GO:0071824),1/6,0.02170366274746418,0.14636059750213024,0,0,55.33888888888889,211.9631207182121,RPL23
negative regulation of trophoblast cell migration (GO:1901164),1/6,0.02170366274746418,0.14636059750213024,0,0,55.33888888888889,211.9631207182121,ARHGDIB
macromolecule biosynthetic process (GO:0009059),1/6,0.02170366274746418,0.14636059750213024,0,0,55.33888888888889,211.9631207182121,RPS23
chitin catabolic process (GO:0006032),1/6,0.02170366274746418,0.14636059750213024,0,0,55.33888888888889,211.9631207182121,CHI3L2
chitin metabolic process (GO:0006030),1/6,0.02170366274746418,0.14636059750213024,0,0,55.33888888888889,211.9631207182121,CHI3L2
amyloid fibril formation (GO:1990000),2/63,0.022234793704465437,0.14804432263985848,0,0,9.173862849226506,34.91661125444899,RPS27A;H3-3A
regulation of gene silencing by miRNA (GO:0060964),2/67,0.024938561718208668,0.15459202571092906,0,0,8.607583965330445,31.77351908127924,RANBP2;H3-3A
negative regulation of DNA repair (GO:0045738),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RPS3
positive regulation of gastrulation (GO:2000543),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RACK1
response to host defenses (GO:0052200),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RPS27A
positive regulation of membrane depolarization (GO:1904181),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RACK1
positive regulation of respiratory burst (GO:0060267),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RPS19
modulation by symbiont of host defense response (GO:0052031),1/7,0.025275502302547336,0.15459202571092906,0,0,46.113425925925924,169.6014749165987,RPS27A
positive regulation of cellular process (GO:0048522),6/625,0.026483136704611186,0.15798892098404171,0,0,2.793335423046319,10.143291152354797,RPS4X;RPS19;RPL23;RPS6;IL7R;H3-3A
defense response to bacterium (GO:0042742),3/176,0.02659241096977352,0.15798892098404171,0,0,4.89364161849711,17.749871415843856,RPL30;RPS19;RPL39
positive regulation of apoptotic process (GO:0043065),4/310,0.026737068751666874,0.15798892098404171,0,0,3.717154494648101,13.462434542201336,RPS6;RACK1;RPS3;RPS27A
positive regulation of cellular biosynthetic process (GO:0031328),3/180,0.028167881194378307,0.15798892098404171,0,0,4.782082324455206,17.06999154214803,RPS4X;RPL5;EEF2
regulation of chaperone-mediated autophagy (GO:1904714),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,EEF1A1
regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,RACK1
regulation of endodeoxyribonuclease activity (GO:0032071),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,RPS3
regulation of Golgi to plasma membrane protein transport (GO:0042996),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,RACK1
regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,RPS7
cytoplasmic sequestering of NF-kappaB (GO:0007253),1/8,0.028834479875414456,0.15798892098404171,0,0,39.523809523809526,140.15867684434946,TMSB4X
defense response to Gram-negative bacterium (GO:0050829),2/73,0.029231027112912242,0.15851051815867875,0,0,7.877802023408054,27.828529138152547,RPL30;RPS19
negative regulation of protein binding (GO:0032091),2/74,0.02997323503031055,0.1608767512851362,0,0,7.767996870109546,27.24586420461107,RACK1;ACTB
protein import into nucleus (GO:0006606),2/76,0.031480047231749624,0.16377131855348448,0,0,7.5572896840502475,26.136140883906528,RANBP2;RPL23
positive regulation of ATP biosynthetic process (GO:2001171),1/9,0.03238064093072697,0.16377131855348448,0,0,34.58159722222222,118.62160586885466,TMSB4X
regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025),1/9,0.03238064093072697,0.16377131855348448,0,0,34.58159722222222,118.62160586885466,TMSB4X
regulation of transmembrane transporter activity (GO:0022898),1/9,0.03238064093072697,0.16377131855348448,0,0,34.58159722222222,118.62160586885466,ACTB
glucosamine-containing compound catabolic process (GO:1901072),1/9,0.03238064093072697,0.16377131855348448,0,0,34.58159722222222,118.62160586885466,CHI3L2
positive regulation of ligase activity (GO:0051351),1/9,0.03238064093072697,0.16377131855348448,0,0,34.58159722222222,118.62160586885466,TMSB4X
regulation of NIK/NF-kappaB signaling (GO:1901222),2/80,0.03458150772275027,0.16989409645158451,0,0,7.168291802094619,24.117260421614933,TMSB4X;RPS3
adherens junction assembly (GO:0034333),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,ACTB
apical protein localization (GO:0045176),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,ACTB
regulation of endoplasmic reticulum unfolded protein response (GO:1900101),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,RACK1
sequestering of actin monomers (GO:0042989),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,TMSB4X
modification-dependent macromolecule catabolic process (GO:0043632),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,RPS27A
modulation by symbiont of host process (GO:0044003),1/10,0.03591403083014349,0.16989409645158451,0,0,30.737654320987655,102.25271781730339,RPS27A
"regulation of gene expression, epigenetic (GO:0040029)",2/82,0.0361751688261929,0.16989409645158451,0,0,6.988380281690141,23.197106089070086,ACTB;H3-3A
actin filament depolymerization (GO:0030042),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,CFL1
rDNA heterochromatin assembly (GO:0000183),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,H3-3A
positive regulation of ceramide biosynthetic process (GO:2000304),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,RACK1
positive regulation of histone exchange (GO:1900051),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,H3-3A
negative regulation of oxidative stress-induced neuron death (GO:1903204),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,RACK1
regulation of histone exchange (GO:1900049),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,H3-3A
positive regulation of sphingolipid biosynthetic process (GO:0090154),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,RACK1
regulation of mitochondrial depolarization (GO:0051900),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,RACK1
positive regulation by host of viral process (GO:0044794),1/11,0.039434694821538385,0.17142685517462142,0,0,27.6625,89.43588520720674,CFL1
negative regulation of binding (GO:0051100),2/88,0.04112206669644483,0.1772967793633605,0,0,6.498853586636096,20.739209147060983,RACK1;ACTB
modulation by host of viral process (GO:0044788),1/12,0.042942678013426154,0.18216006963759804,0,0,25.146464646464647,79.15828251915687,CFL1
morphogenesis of a polarized epithelium (GO:0001738),1/12,0.042942678013426154,0.18216006963759804,0,0,25.146464646464647,79.15828251915687,ACTB
positive regulation of cellular component biogenesis (GO:0044089),2/92,0.04455352704051626,0.18646107895082503,0,0,6.208763693270735,19.3158609487384,RACK1;RPS3
regulation of receptor signaling pathway via STAT (GO:1904892),1/13,0.04643802536608,0.18646107895082503,0,0,23.04976851851852,70.7544140609547,IL7R
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),1/13,0.04643802536608,0.18646107895082503,0,0,23.04976851851852,70.7544140609547,RACK1
