Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
peptidase activator activity involved in apoptotic process (GO:0016505),1/17,0.06029395078422422,0.1349436041361209,0,0,17.283854166666668,48.54211057952261,RACK1
SUMO transferase activity (GO:0019789),1/19,0.06714725693918218,0.14678702679728198,0,0,15.361882716049383,41.49040525939519,RANBP2
transcription coactivator binding (GO:0001223),1/20,0.07055540028716217,0.14738239171096099,0,0,14.552631578947368,38.5842224505161,RPL23
endodeoxyribonuclease activity (GO:0004520),1/20,0.07055540028716217,0.14738239171096099,0,0,14.552631578947368,38.5842224505161,RPS3
poly(A) binding (GO:0008143),1/22,0.07733488642276296,0.1546697728455259,0,0,13.165343915343914,33.69814742858341,PABPC1
poly(U) RNA binding (GO:0008266),1/22,0.07733488642276296,0.1546697728455259,0,0,13.165343915343914,33.69814742858341,PABPC1
nucleoside-triphosphatase activity (GO:0017111),3/278,0.08139093190661578,0.15939057498378922,0,0,3.062649350649351,7.682629599638841,EEF1A1;ARHGDIB;EEF2
poly-pyrimidine tract binding (GO:0008187),1/25,0.08741276636564344,0.16433600076740965,0,0,11.517939814814815,28.070531668147478,PABPC1
actin monomer binding (GO:0003785),1/25,0.08741276636564344,0.16433600076740965,0,0,11.517939814814815,28.070531668147478,TMSB4X
poly-purine tract binding (GO:0070717),1/28,0.09738206251623838,0.17948850738287073,0,0,10.236625514403292,23.842260104213242,PABPC1
kinesin binding (GO:0019894),1/29,0.10068123124553315,0.1820006872515407,0,0,9.870535714285714,22.660735221252363,ACTB
Hsp70 protein binding (GO:0030544),1/31,0.10724392850313601,0.19020621281688274,0,0,9.211574074074074,20.566214716689423,RPS3
SH2 domain binding (GO:0042169),1/32,0.11050754144475816,0.19236497955198642,0,0,8.913978494623656,19.634566488548145,RACK1
Hsp90 protein binding (GO:0051879),1/35,0.12022794098244914,0.20178123555721167,0,0,8.126225490196079,17.21431840365986,RPS3
ubiquitin-like protein conjugating enzyme binding (GO:0044390),1/35,0.12022794098244914,0.20178123555721167,0,0,8.126225490196079,17.21431840365986,RPS3
"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)",1/37,0.12664992444548392,0.20178123555721167,0,0,7.673996913580247,15.85699852450674,CHI3L2
core promoter sequence-specific DNA binding (GO:0001046),1/37,0.12664992444548392,0.20178123555721167,0,0,7.673996913580247,15.85699852450674,H3-3A
ion channel inhibitor activity (GO:0008200),1/37,0.12664992444548392,0.20178123555721167,0,0,7.673996913580247,15.85699852450674,RACK1
small GTPase binding (GO:0031267),2/175,0.13404924356378242,0.2098762685845966,0,0,3.2164780591060818,6.46366723488612,RANBP2;ARHGDIB
tau protein binding (GO:0048156),1/40,0.13619630195383398,0.2098762685845966,0,0,7.082621082621083,14.12032444596875,ACTB
translation initiation factor activity (GO:0003743),1/41,0.1393554990817365,0.21128091796263276,0,0,6.905208333333333,13.60828094132521,EIF2S3
protein kinase inhibitor activity (GO:0004860),1/43,0.14563974461828222,0.21631212781585882,0,0,6.5757275132275135,12.668922941383459,RACK1
damaged DNA binding (GO:0003684),1/44,0.14876487394350427,0.21631212781585882,0,0,6.422480620155039,12.237319088031208,RPS3
protein kinase C binding (GO:0005080),1/45,0.15187872804092215,0.21631212781585882,0,0,6.276199494949495,11.828583218714314,RACK1
single-stranded RNA binding (GO:0003727),1/45,0.15187872804092215,0.21631212781585882,0,0,6.276199494949495,11.828583218714314,EIF4B
GTPase binding (GO:0051020),2/201,0.16692346350333195,0.23419112790019708,0,0,2.792554320900276,4.999286244481459,RANBP2;ARHGDIB
endonuclease activity (GO:0004519),1/51,0.17032730933834414,0.23545245702653456,0,0,5.521388888888889,9.773042438478246,RPS3
transcription coregulator binding (GO:0001221),1/53,0.1763884367943279,0.24029729070531627,0,0,5.308493589743589,9.210590394266864,RPL23
receptor tyrosine kinase binding (GO:0030971),1/56,0.18539833067989295,0.2489634726272848,0,0,5.0181818181818185,8.456884033052678,RACK1
protein tyrosine kinase binding (GO:1990782),1/72,0.23183404813143674,0.3063459738229064,0,0,3.884194053208138,5.677656463396951,RACK1
double-stranded RNA binding (GO:0003725),1/73,0.23464797994946024,0.3063459738229064,0,0,3.830054012345679,5.552309978509986,EIF4B
cytokine receptor activity (GO:0004896),1/88,0.2756569436541569,0.3549555164861746,0,0,3.1673052362707534,4.081383649422967,IL7R
phosphatase binding (GO:0019902),1/114,0.341667188006915,0.4340096712520271,0,0,2.435349065880039,2.615365563933378,RACK1
GTPase activator activity (GO:0005096),2/336,0.3477166923603506,0.43580492109163943,0,0,1.6524415956818757,1.745585156424948,EEF1B2;RANBP2
protein phosphatase binding (GO:0019903),1/123,0.3631049577034895,0.44910350031747387,0,0,2.2546675774134792,2.2841210819660067,RACK1
guanyl-nucleotide exchange factor activity (GO:0005085),1/149,0.4212435747546531,0.5142454029472389,0,0,1.8561373873873874,1.6047125346934792,EEF1B2
actin binding (GO:0003779),1/177,0.4780067388738385,0.5760594032582156,0,0,1.558633207070707,1.1504746282251659,TMSB4X
GTP binding (GO:0005525),1/189,0.5006187620991769,0.5903891940369119,0,0,1.4582594562647755,1.0089849149873038,EEF1A1
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629),1/190,0.5024588885420527,0.5903891940369119,0,0,1.4504703115814226,0.9982737994793152,ACTB
guanyl ribonucleotide binding (GO:0032561),1/214,0.5446696016867694,0.6320857105994607,0,0,1.28547209181012,0.7810218677225697,EEF1A1
DNA binding (GO:0003677),3/811,0.5727277509400422,0.6440832662058076,0,0,1.0140912305516265,0.565198478562481,RPS3;RPL6;RPL7
microtubule binding (GO:0008017),1/232,0.5739905911124279,0.6440832662058076,0,0,1.1842231842231843,0.6574123521084521,RPS3
GTPase regulator activity (GO:0030695),1/233,0.5755637698009344,0.6440832662058076,0,0,1.179058908045977,0.6513183300523946,RANBP2
tubulin binding (GO:0015631),1/307,0.6773831613696418,0.7491060843381921,0,0,0.8905682643427741,0.346892544314651,RPS3
zinc ion binding (GO:0008270),1/336,0.7103453938937095,0.7764240351861476,0,0,0.8122719734660033,0.27780022905490714,RPS29
transition metal ion binding (GO:0046914),1/445,0.8071001268142919,0.8720392174775108,0,0,0.6094532032032032,0.13061042009291676,RPS29
purine ribonucleoside triphosphate binding (GO:0035639),1/460,0.8176275682535112,0.8733749024526142,0,0,0.5890825465988865,0.11861079381816979,EEF1A1
transcription cis-regulatory region binding (GO:0000976),1/549,0.8693945813048684,0.9182369735130069,0,0,0.49115470397404704,0.06874112491574336,RPS3
protein homodimerization activity (GO:0042803),1/636,0.9059024113067016,0.9411228707132531,0,0,0.42195975503062116,0.041699621091271864,RACK1
double-stranded DNA binding (GO:0003690),1/651,0.9110870344138938,0.9411228707132531,0,0,0.4119017094017094,0.038354989301281735,RPS3
RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977),2/1359,0.9630864438193644,0.9840231056415245,0,0,0.3854816444725835,0.014498776505151384,RPS3;H3-3A
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),1/1149,0.9867929585929538,0.9867929585929538,0,0,0.22719463801780876,0.003020559516771578,H3-3A
cis-regulatory region sequence-specific DNA binding (GO:0000987),1/1149,0.9867929585929538,0.9867929585929538,0,0,0.22719463801780876,0.003020559516771578,H3-3A
