Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
cellular response to cytokine stimulus (GO:0071345),18/482,2.392681366618501e-6,4.4565241108173364e-4,0,0,4.031979977753059,52.186303559956386,XBP1;MME;DHX9;FLT3;DOCK8;LEF1;HNRNPU;YBX3;RHOA;SOCS2;TCL1A;UBB;IFI16;WNK1;IRF1;RBMX;GBP4;HLA-DPA1
negative regulation of apoptotic process (GO:0043066),18/485,2.6099701966719393e-6,4.4565241108173364e-4,0,0,4.0054569316847415,51.49484227337561,CD74;BNIP3L;XBP1;SET;TFRC;HSPA5;LEF1;ADAM10;SOCS2;PRDX2;TCL1A;HNRNPK;UBB;CAT;CTNNB1;NCKAP1L;PTMA;SNCA
neutrophil mediated immunity (GO:0002446),18/488,2.844958661335486e-6,4.484092536212624e-4,0,0,3.9792724776938915,50.81515841047754,CD53;KMT2E;MME;XRCC5;TUBB;ADAM10;IQGAP1;HMGB1;RHOA;EEF1A1;PKM;FTH1;CAT;STOM;NCKAP1L;SPTAN1;PPIA;FTL
positive regulation of T cell differentiation (GO:0045582),6/43,4.657051014462932e-6,6.467516189141751e-4,0,0,16.182637182637183,198.6763103288992,XBP1;LEF1;HLA-DRA;NCKAP1L;SOX4;HLA-DRB1
"regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)",4/12,4.8794904309467675e-6,6.467516189141751e-4,0,0,49.47,605.0413391973427,HLA-DRA;NCKAP1L;HMGB1;HLA-DRB1
mRNA stabilization (GO:0048255),6/44,5.346849424105763e-6,6.467516189141751e-4,0,0,15.75598086124402,191.26189993855513,DHX9;HNRNPU;YBX1;PABPC1;YBX3;TENT5C
nucleosome organization (GO:0034728),8/94,5.365923631791594e-6,6.467516189141751e-4,0,0,9.35453251067869,113.52138707528233,SET;NASP;H2BC21;H2BC11;HMGB2;NAP1L1;MACROH2A1;H1-0
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),8/98,7.326500011752737e-6,8.339999180045199e-4,0,0,8.936961451247166,105.67074520084813,CD74;CANX;HLA-DPB1;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
neutrophil degranulation (GO:0043312),17/481,9.495468664820392e-6,8.665435136584089e-4,0,0,3.7876175548589344,43.802645040035,CD53;MME;XRCC5;TUBB;ADAM10;IQGAP1;HMGB1;RHOA;EEF1A1;PKM;FTH1;CAT;STOM;NCKAP1L;SPTAN1;PPIA;FTL
hydrogen peroxide metabolic process (GO:0042743),5/29,1.0227929260062039e-5,8.665435136584089e-4,0,0,20.69932998324958,237.843341476322,PRDX2;PRDX1;CAT;HBD;HBA1
regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000371),3/5,1.0300398023557763e-5,8.665435136584089e-4,0,0,147.71641791044777,1696.2760808658522,DHX9;UHRF1;HNRNPU
CRD-mediated mRNA stabilization (GO:0070934),3/5,1.0300398023557763e-5,8.665435136584089e-4,0,0,147.71641791044777,1696.2760808658522,DHX9;HNRNPU;YBX1
positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000373),3/5,1.0300398023557763e-5,8.665435136584089e-4,0,0,147.71641791044777,1696.2760808658522,DHX9;UHRF1;HNRNPU
positive regulation of gamma-delta T cell activation (GO:0046645),3/5,1.0300398023557763e-5,8.665435136584089e-4,0,0,147.71641791044777,1696.2760808658522,LEF1;NCKAP1L;SOX4
neutrophil activation involved in immune response (GO:0002283),17/485,1.0572761269624316e-5,8.665435136584089e-4,0,0,3.7544677544677545,43.015798922468875,CD53;MME;XRCC5;TUBB;ADAM10;IQGAP1;HMGB1;RHOA;EEF1A1;PKM;FTH1;CAT;STOM;NCKAP1L;SPTAN1;PPIA;FTL
positive regulation of immune response (GO:0050778),7/75,1.1436469919781353e-5,9.012818025243074e-4,0,0,10.308748880262765,117.30019380047374,CD74;XBP1;DHX9;RIOK3;MYB;HLA-DRA;HLA-DRB1
positive regulation by host of viral transcription (GO:0043923),4/16,1.737521160277515e-5,0.0013185855027439363,0,0,32.973333333333336,361.4030985113359,JUN;LEF1;NUCKS1;CHD1
regulation of T-helper cell differentiation (GO:0045622),3/6,2.0445785524375437e-5,0.0014961933764087597,0,0,98.4726368159204,1063.2813173017134,MYB;HLA-DRA;HLA-DRB1
negative regulation of transcription by RNA polymerase II (GO:0000122),20/684,2.46213735748713e-5,0.0017396273949969413,0,0,3.1318753273965427,33.235134156082125,JUN;CIITA;CBX5;PARP1;UHRF1;UBE2D3;HNRNPU;ENO1;HMGB1;H1-0;MACROH2A1;ZEB2;IFI27;UBB;IFI16;MYB;NRIP1;MDM2;HDGF;SNCA
nucleosome assembly (GO:0006334),6/58,2.7230046183399314e-5,0.0018598121543261731,0,0,11.505827505827506,120.93993390355047,NASP;H2BC21;H2BC11;HMGB2;NAP1L1;MACROH2A1
positive regulation of cytoplasmic translation (GO:2000767),3/7,3.55109625278213e-5,0.0023131899050711285,0,0,73.85074626865672,756.6503094667596,PKM;DHX9;YBX3
cytoplasmic translational initiation (GO:0002183),4/19,3.612595264142319e-5,0.0023131899050711285,0,0,26.374666666666666,269.77325271150914,EIF4A2;EIF2S3;EIF5;EIF4B
"regulation of mRNA splicing, via spliceosome (GO:0048024)",7/90,3.784441388149812e-5,0.0023497940619148375,0,0,8.439300348602531,85.92918548464118,RBM3;HNRNPK;NCL;HNRNPU;HNRNPA1;MBNL3;RBMX
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),17/547,4.853907490409933e-5,0.002925193072897045,0,0,3.304631217838765,32.82536921541772,DDX6;JUN;CIITA;SET;CBX5;XRCC5;NONO;LEF1;HMGB2;ENO1;YBX1;IFI16;NCL;IRF1;MYB;MDM2;CTNNB1
positive regulation of transcription by RNA polymerase II (GO:0045944),23/908,5.6289378984670777e-5,0.0032095455674071532,0,0,2.7153166651059712,26.569386305548417,RNF10;XBP1;JUN;CIITA;PARP1;DHX9;UHRF1;LEF1;HMGB2;HNRNPU;HMGB1;YBX1;ZEB2;UBB;IFI16;IRF1;MYB;NRIP1;CTNNB1;ERG;SSBP2;RBMX;SOX4
positive regulation of isomerase activity (GO:0010912),3/8,5.639025887098952e-5,0.0032095455674071532,0,0,59.07761194029851,577.9689278673463,DHX9;UHRF1;HNRNPU
cytokine-mediated signaling pathway (GO:0019221),18/621,7.116142074485095e-5,0.0038792174005672355,0,0,3.0802439415824105,29.418053746646113,CIITA;FLT3;ADIPOR1;HLA-E;SOCS2;CA1;IFI27;UBB;HNRNPDL;IRF1;CANX;HLA-DPB1;HLA-DRA;PPIA;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
"positive regulation of transcription, DNA-templated (GO:0045893)",27/1183,7.36680390608381e-5,0.0038792174005672355,0,0,2.459679784176881,23.406168973092317,KMT2E;RNF10;CIITA;DHX9;UHRF1;LEF1;HMGB2;HNRNPU;HMGB1;YBX1;UBB;IFI16;MYB;NRIP1;SOX4;CD74;XBP1;JUN;PARP1;H1-0;ZEB2;IRF1;CTNNB1;ERG;SSBP2;RBMX;HLA-DRB1
cellular response to glucose starvation (GO:0042149),5/43,7.383576311474972e-5,0.0038792174005672355,0,0,13.06400423168474,124.2865905020657,XBP1;IFI16;HSPA5;PMAIP1;HNRNPA1
DNA topological change (GO:0006265),3/9,8.394952177440964e-5,0.004095537383708699,0,0,49.22885572139303,462.02732710765895,TOP2A;HMGB2;HMGB1
regulation of PERK-mediated unfolded protein response (GO:1903897),3/9,8.394952177440964e-5,0.004095537383708699,0,0,49.22885572139303,462.02732710765895,PPP1R15A;PPP1R15B;HSPA5
T-helper 1 type immune response (GO:0042088),3/9,8.394952177440964e-5,0.004095537383708699,0,0,49.22885572139303,462.02732710765895,LEF1;HMGB1;HLA-DRB1
negative regulation of nucleic acid-templated transcription (GO:1903507),15/464,8.821691820530508e-5,0.004203638730294654,0,0,3.419768798387952,31.925975913983603,EIF4A2;JUN;CIITA;SET;CBX5;XRCC5;NONO;LEF1;HMGB2;ENO1;IFI16;IRF1;MYB;MDM2;CTNNB1
apoptotic nuclear changes (GO:0030262),4/24,9.5159746559803e-5,0.004431416379569009,0,0,19.776,183.12484112475292,TOP2A;HMGB2;HMGB1;H1-0
chromatin assembly (GO:0031497),6/73,1.0088878449665958e-4,0.0045688081237957945,0,0,8.92311171415649,82.10593919177452,H2BC21;H2BC11;HMGB2;NAP1L1;MACROH2A1;H1-0
regulation of fibroblast proliferation (GO:0048145),5/46,1.0256963089048636e-4,0.0045688081237957945,0,0,12.10626302242922,111.1956465023294,CD74;CDK6;DHX9;FTH1;CTNNB1
chromosome organization (GO:0051276),7/106,1.076130612072481e-4,0.0046016169598384685,0,0,7.069630313285136,64.59498969771658,MSH6;TOP2A;UBB;PARP1;HMGB2;NUCKS1;HMGN2
protein-DNA complex assembly (GO:0065004),8/143,1.1194279057620942e-4,0.0046016169598384685,0,0,5.944368858654573,54.079030127065494,UBB;MCM7;PARP1;H2BC21;H2BC11;HMGB2;NAP1L1;MACROH2A1
positive regulation of T cell migration (GO:2000406),4/25,1.1238455887210676e-4,0.0046016169598384685,0,0,18.833333333333332,171.26249878954266,WNK1;DOCK8;ADAM10;RHOA
regulation of DNA binding (GO:0051101),5/47,1.1383645786251716e-4,0.0046016169598384685,0,0,11.817420435510888,107.31101367271955,JUN;IFI16;LEF1;HMGB2;HMGB1
positive regulation of lymphocyte proliferation (GO:0050671),6/75,1.1734032414920966e-4,0.0046016169598384685,0,0,8.663592446201141,78.4092551070385,CD74;TFRC;HLA-DPB1;NCKAP1L;HLA-DPA1;HLA-E
positive regulation of T cell activation (GO:0050870),6/75,1.1734032414920966e-4,0.0046016169598384685,0,0,8.663592446201141,78.4092551070385,XBP1;TFRC;DOCK8;HLA-DPB1;NCKAP1L;HLA-DPA1
formation of translation preinitiation complex (GO:0001731),3/10,1.1902669539845721e-4,0.0046016169598384685,0,0,42.19402985074627,381.27212118656706,EIF2S3;EIF5;EIF4B
antigen receptor-mediated signaling pathway (GO:0050851),9/185,1.226042372812031e-4,0.004652149670170095,0,0,5.145104895104895,46.339639210129135,PRKCB;WNK1;HLA-DPB1;HLA-DRA;NCKAP1L;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
regulation of mRNA stability (GO:0043488),8/146,1.29317954469563e-4,0.004799333295207947,0,0,5.8142561372375035,52.05640981951842,SET;XPO1;UBB;HNRNPU;YBX1;PABPC1;TENT5C;DCP2
negative regulation of telomere maintenance via telomere lengthening (GO:1904357),4/26,1.3176225137361596e-4,0.004799333295207947,0,0,17.976363636363637,160.6100255756175,PARP1;HNRNPU;HNRNPA1;DCP2
DNA metabolic process (GO:0006259),11/277,1.3544523083150218e-4,0.004799333295207947,0,0,4.184619580038178,37.27216891242658,TOP2A;MSH6;PCNA;PARP1;UBB;MCM7;XRCC5;UHRF1;HMGB2;DNTT;HMGB1
positive regulation of type I interferon production (GO:0032481),6/77,1.3585228458860951e-4,0.004799333295207947,0,0,8.418693982074263,74.95956634372568,IFI16;DHX9;RIOK3;XRCC5;IRF1;CTNNB1
response to cytokine (GO:0034097),8/150,1.5589321894813758e-4,0.005413986536012439,0,0,5.64932451853981,49.52389542674897,CD74;CIITA;MME;FLT3;LEF1;ADAM10;RHOA;SNCA
positive regulation of cytokine production (GO:0001819),12/335,1.7730852194744974e-4,0.0060122749566119,0,0,3.7679953560371517,32.54650933768495,CD74;XBP1;TMED10;IFI16;DHX9;XRCC5;IRF1;HLA-DPB1;CTNNB1;HMGB1;HLA-E;HLA-DPA1
positive regulation of programmed cell death (GO:0043068),11/286,1.7898915195379496e-4,0.0060122749566119,0,0,4.04580310880829,34.90793914303118,TOP2A;BNIP3L;JUN;ARHGEF12;UBB;CTNNB1;PMAIP1;HMGB1;SOX4;ARHGEF6;SNCA
regulation of telomere maintenance via telomerase (GO:0032210),5/52,1.8507787959845718e-4,0.00611652540801998,0,0,10.557575109590505,90.73954817535504,XRCC5;HNRNPU;CTNNB1;HNRNPA1;DCP2
IRE1-mediated unfolded protein response (GO:0036498),5/53,2.0267855741993272e-4,0.006543363950008607,0,0,10.337102177554438,87.90557254806906,XBP1;HSPA5;EDEM1;HDGF;PDIA6
negative regulation of mRNA catabolic process (GO:1902373),4/29,2.043803283555641e-4,0.006543363950008607,0,0,15.8168,134.37206640345076,HNRNPU;YBX1;PABPC1;TENT5C
regulation of transcription by RNA polymerase II (GO:0006357),40/2206,2.115890358121976e-4,0.006669937451987583,0,0,1.9852262234533702,16.79673042581083,RNF10;CIITA;DHX9;UHRF1;UBE2D3;LEF1;HMGB2;HNRNPU;NUCKS1;ENO1;HMGB1;YBX1;MACROH2A1;CHD1;UBB;IFI16;MYB;NRIP1;SOX4;SNCA;XBP1;JUN;CBX5;PARP1;PRKCB;EBF1;ATP2B4;PAX5;H1-0;KLF3;ZEB2;HNRNPK;IFI27;IRF1;MDM2;CTNNB1;HDGF;ERG;SSBP2;RBMX
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",10/251,2.657396734807436e-4,0.008250008953970357,0,0,4.182529837019293,34.434740541470575,HNRNPK;DHX9;NONO;HNRNPU;PABPC1;SRSF5;YBX1;HNRNPA1;SF3B1;RBMX
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),3/13,2.7733847906159407e-4,0.008356860935253034,0,0,29.53134328358209,241.86972963766425,PPP1R15A;PPP1R15B;HSPA5
"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",3/13,2.7733847906159407e-4,0.008356860935253034,0,0,29.53134328358209,241.86972963766425,HLA-DRA;NCKAP1L;HLA-DRB1
cellular response to oxidative stress (GO:0034599),7/125,2.992743195037647e-4,0.008598115258569308,0,0,5.925578594166739,48.081033245551524,PRDX2;JUN;PARP1;PRDX1;CAT;PPIA;SNCA
regulation of type I interferon production (GO:0032479),6/89,3.0094191972520706e-4,0.008598115258569308,0,0,7.197152245345016,58.358780256586684,CYLD;IFI16;DHX9;XRCC5;IRF1;CTNNB1
modulation by host of symbiont process (GO:0051851),4/32,3.021299651620255e-4,0.008598115258569308,0,0,14.12,114.43770438340947,JUN;LEF1;NUCKS1;CHD1
positive regulation of immune effector process (GO:0002699),4/32,3.021299651620255e-4,0.008598115258569308,0,0,14.12,114.43770438340947,XBP1;MYB;HLA-DRA;HLA-DRB1
RNA stabilization (GO:0043489),4/33,3.41075762809542e-4,0.00957097260980007,0,0,13.632413793103447,108.83309307560945,HNRNPU;YBX1;PABPC1;TENT5C
antigen processing and presentation of endogenous peptide antigen (GO:0002483),3/14,3.5032842642020753e-4,0.00957097260980007,0,0,26.845318860244234,213.5985239574359,HLA-DRA;HLA-DRB1;HLA-E
response to chemokine (GO:1990868),3/14,3.5032842642020753e-4,0.00957097260980007,0,0,26.845318860244234,213.5985239574359,WNK1;DOCK8;RHOA
positive regulation of apoptotic process (GO:0043065),11/310,3.569066642434541e-4,0.009622391513616282,0,0,3.7164815360354897,29.501565174323673,TOP2A;BNIP3L;JUN;ARHGEF12;UBB;CTNNB1;PMAIP1;HMGB1;SOX4;ARHGEF6;SNCA
positive regulation of macromolecule biosynthetic process (GO:0010557),7/129,3.625134492211963e-4,0.009646624122782223,0,0,5.730132312557211,45.396680912406254,RBM3;SLC25A37;XBP1;CIITA;PCNA;DHX9;SOX4
bicarbonate transport (GO:0015701),4/35,4.2953676389541074e-4,0.011131886062726875,0,0,12.751612903225807,98.86074561764592,CA1;CA2;SLC4A1;HBA1
regulation of cytoplasmic translation (GO:2000765),3/15,4.346270790718155e-4,0.011131886062726875,0,0,24.606965174129353,190.4830632950432,PKM;DHX9;YBX3
positive regulation of histone H3-K4 methylation (GO:0051571),3/15,4.346270790718155e-4,0.011131886062726875,0,0,24.606965174129353,190.4830632950432,KMT2E;MYB;CTNNB1
platelet aggregation (GO:0070527),4/36,4.793991094820074e-4,0.012127021917637447,0,0,12.3525,94.40987454787246,UBASH3B;CLIC1;PPIA;ACTG1
regulation of innate immune response (GO:0045088),5/64,4.918616262465386e-4,0.012142463520230814,0,0,8.405161400221447,64.02474628103327,IFI16;DHX9;RIOK3;IRF1;HLA-E
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),5/64,4.918616262465386e-4,0.012142463520230814,0,0,8.405161400221447,64.02474628103327,XBP1;MDM2;ENO1;YBX3;PPIA
ribonucleoprotein complex assembly (GO:0022618),7/136,4.986191614658685e-4,0.01216274597432815,0,0,5.417266753236532,41.19109762651781,EIF2S3;EIF5;DHX9;XRCC5;SRSF5;SF3B1;EIF4B
"mRNA splicing, via spliceosome (GO:0000398)",10/274,5.301376660106861e-4,0.012276721579195052,0,0,3.8136519837550766,28.763988949345553,HNRNPK;DHX9;NONO;HNRNPU;PABPC1;SRSF5;YBX1;HNRNPA1;SF3B1;RBMX
apoptotic DNA fragmentation (GO:0006309),3/16,5.309166049096651e-4,0.012276721579195052,0,0,22.71297359357061,171.27638980886377,HMGB2;HMGB1;H1-0
regulation of monocyte differentiation (GO:0045655),3/16,5.309166049096651e-4,0.012276721579195052,0,0,22.71297359357061,171.27638980886377,CD74;CDK6;HLA-DRB1
negative regulation of histone modification (GO:0031057),3/16,5.309166049096651e-4,0.012276721579195052,0,0,22.71297359357061,171.27638980886377,SET;MACROH2A1;SNCA
regulation of erythrocyte differentiation (GO:0045646),4/37,5.332494975833869e-4,0.012276721579195052,0,0,11.977575757575758,90.26925293635809,FAM210B;CDK6;HMGB2;NCKAP1L
positive regulation of translation (GO:0045727),6/100,5.627788019171534e-4,0.012769587989283349,0,0,6.3513862024500325,47.525034189125094,RBM3;EIF2S3;PKM;DHX9;YBX3;SOX4
positive regulation of T cell proliferation (GO:0042102),5/66,5.671217701438676e-4,0.012769587989283349,0,0,8.128758546832524,60.761954084443225,TFRC;HLA-DPB1;NCKAP1L;HMGB1;HLA-DPA1
response to estradiol (GO:0032355),4/38,5.912643221098929e-4,0.01307209134696931,0,0,11.624705882352941,86.4093147177555,SOCS2;FAM210B;NRIP1;CTNNB1
cellular response to chemical stress (GO:0062197),6/101,5.933160054993391e-4,0.01307209134696931,0,0,6.28421052631579,46.6903231007202,PRDX2;PARP1;PRDX1;CAT;PPIA;SNCA
regulation of translational initiation (GO:0006446),5/68,6.507110816869575e-4,0.01418411708911251,0,0,7.869905080960358,57.7449942796252,EIF4A2;PPP1R15B;EIF5;EIF4B;EIF1
defense response to Gram-positive bacterium (GO:0050830),5/70,7.431999354975731e-4,0.016011268727555945,0,0,7.626981059141863,54.94893174220877,H2BC21;H2BC11;HMGB2;GBP4;HLA-E
DNA conformation change (GO:0071103),3/18,7.620769144630721e-4,0.016011268727555945,0,0,19.682587064676618,141.31040694810108,TOP2A;HMGB2;HMGB1
"positive regulation of mRNA splicing, via spliceosome (GO:0048026)",3/18,7.620769144630721e-4,0.016011268727555945,0,0,19.682587064676618,141.31040694810108,RBM3;NCL;RBMX
positive regulation of protein serine/threonine kinase activity (GO:0071902),6/106,7.657903051734908e-4,0.016011268727555945,0,0,5.968484848484849,42.82150439770476,CCND3;TCL1A;FLT3;ATP2B4;RHOA;SNCA
nucleic acid metabolic process (GO:0090304),5/71,7.92963379602986e-4,0.016411939038449678,0,0,7.511040048728491,53.62682438315985,HNRNPK;HNRNPU;DNTT;HNRNPA1;RBMX
positive regulation of transferase activity (GO:0051347),7/148,8.241122798783436e-4,0.01688606061470726,0,0,4.953198689563307,35.17367323438238,CD74;PCNA;XRCC5;FLT3;CTNNB1;SERINC1;HLA-DRB1
regulation of cell population proliferation (GO:0042127),18/764,8.670828425567705e-4,0.017447068901188786,0,0,2.4712444867248986,17.423202905666095,XBP1;JUN;TFRC;XRCC5;FLT3;UHRF1;LEF1;HMGB2;ADAM10;NAP1L1;RHOA;TCL1A;CDK6;FTH1;IRF1;MDM2;CTNNB1;SOX4
positive regulation of ATPase activity (GO:0032781),4/42,8.685217315379483e-4,0.017447068901188786,0,0,10.398947368421053,73.29924698392094,MSH6;DHX9;UHRF1;HNRNPU
regulation of histone H3-K4 methylation (GO:0051569),3/19,8.981935111747552e-4,0.017696139465356475,0,0,18.45149253731343,129.4395269842083,MYB;CTNNB1;MACROH2A1
maintenance of protein localization in organelle (GO:0072595),3/19,8.981935111747552e-4,0.017696139465356475,0,0,18.45149253731343,129.4395269842083,HSPA5;HNRNPU;HK1
cellular glucose homeostasis (GO:0001678),4/43,9.500283871908798e-4,0.018539125384324884,0,0,10.131794871794872,70.50734990203006,XBP1;NUCKS1;SOX4;HK1
hemoglobin metabolic process (GO:0020027),2/5,0.0010145693548244859,0.01901750507327885,0,0,65.32343234323433,450.29343070918674,ALAS2;AHSP
intracellular sequestering of iron ion (GO:0006880),2/5,0.0010145693548244859,0.01901750507327885,0,0,65.32343234323433,450.29343070918674,FTH1;FTL
negative regulation of PERK-mediated unfolded protein response (GO:1903898),2/5,0.0010145693548244859,0.01901750507327885,0,0,65.32343234323433,450.29343070918674,PPP1R15A;PPP1R15B
"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",2/5,0.0010145693548244859,0.01901750507327885,0,0,65.32343234323433,450.29343070918674,HLA-DRA;HLA-DRB1
protein ubiquitination (GO:0016567),14/525,0.0010316258580954905,0.01901750507327885,0,0,2.780821917808219,19.1226534425632,RNF10;PCNA;UHRF1;UBE2D3;LNPEP;MIB1;UBB;MKRN1;H2BC11;MARCHF8;MDM2;CTNNB1;TRIM58;FBXO7
homotypic cell-cell adhesion (GO:0034109),4/44,0.0010367700000605963,0.01901750507327885,0,0,9.878,67.8781109686311,UBASH3B;CLIC1;PPIA;ACTG1
negative regulation of telomere maintenance via telomerase (GO:0032211),3/20,0.0010487935935971254,0.01901750507327885,0,0,17.36523266022827,119.1274884291729,HNRNPU;HNRNPA1;DCP2
positive regulation of alpha-beta T cell activation (GO:0046635),3/20,0.0010487935935971254,0.01901750507327885,0,0,17.36523266022827,119.1274884291729,HLA-DRA;HLA-DRB1;HLA-E
mRNA processing (GO:0006397),10/300,0.0010607712412475656,0.019065967309791772,0,0,3.467116956985425,23.74544863426711,HNRNPK;DHX9;NONO;HNRNPU;PABPC1;SRSF5;YBX1;HNRNPA1;SF3B1;RBMX
regulation of T cell proliferation (GO:0042129),5/76,0.0010799495525456741,0.01924188376666162,0,0,6.980324155991224,47.68148408582792,TFRC;HLA-DPB1;NCKAP1L;HLA-DRB1;HLA-DPA1
innate immune response (GO:0045087),10/302,0.001115133485854828,0.01969748717686675,0,0,3.443016523089959,23.40831588101381,CYLD;CD74;CIITA;IFI27;H2BC21;H2BC11;TRIM58;HMGB1;HLA-E;SNCA
T cell receptor signaling pathway (GO:0050852),7/158,0.0012072005233838125,0.021141486089003694,0,0,4.622819107809191,31.06280747974915,WNK1;HLA-DPB1;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
erythrocyte differentiation (GO:0030218),4/46,0.0012266743129078195,0.021300471755492562,0,0,9.406666666666666,63.05710632933091,KMT2E;ALAS2;AHSP;NCKAP1L
response to interferon-gamma (GO:0034341),5/80,0.0013599236428433704,0.023415828102403915,0,0,6.606700167504187,43.60637968478301,CD74;CIITA;GBP4;HLA-DPA1;SNCA
cellular response to ionizing radiation (GO:0071479),4/48,0.001439664713046099,0.02437911567794592,0,0,8.978181818181818,58.74734138443085,IFI16;XRCC5;MDM2;NUCKS1
positive regulation of DNA repair (GO:0045739),4/48,0.001439664713046099,0.02437911567794592,0,0,8.978181818181818,58.74734138443085,PCNA;PARP1;DHX9;HMGB1
cellular hyperosmotic response (GO:0071474),2/6,0.0015116345112816804,0.024978541238840024,0,0,48.99009900990099,318.1693214221626,RCSD1;YBX3
cellular response to X-ray (GO:0071481),2/6,0.0015116345112816804,0.024978541238840024,0,0,48.99009900990099,318.1693214221626,XRCC5;NUCKS1
peptide antigen assembly with MHC protein complex (GO:0002501),2/6,0.0015116345112816804,0.024978541238840024,0,0,48.99009900990099,318.1693214221626,HLA-DRA;HLA-DRB1
regulation of interleukin-4 production (GO:0032673),3/23,0.0015930529746219677,0.025702090905515056,0,0,14.75820895522388,95.07390209622169,LEF1;HLA-DRB1;HLA-E
"DNA catabolic process, endonucleolytic (GO:0000737)",3/23,0.0015930529746219677,0.025702090905515056,0,0,14.75820895522388,95.07390209622169,HMGB2;HMGB1;H1-0
positive regulation of mRNA processing (GO:0050685),3/23,0.0015930529746219677,0.025702090905515056,0,0,14.75820895522388,95.07390209622169,RBM3;NCL;RBMX
cellular response to organic substance (GO:0071310),6/123,0.0016542173528015334,0.026480401217893294,0,0,5.096866096866097,32.64250827640719,SOCS2;MME;FLT3;LEF1;CTNNB1;RHOA
