Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Myogenesis,3/200,0.33424001553195265,0.4085155745390533,0,0,1.484885218577165,1.6272796745414015,EIF4A2;FHL1;SPTAN1
Complement,3/200,0.33424001553195265,0.4085155745390533,0,0,1.484885218577165,1.6272796745414015,HSPA5;CA2;IRF1
Apical Surface,1/44,0.3633860309037292,0.43213473945308334,0,0,2.262916714400275,2.2907269736446687,ADAM10
Apical Junction,2/200,0.607505270072967,0.6853905611079627,0,0,0.97999799979998,0.4884255433235287,ARHGEF6;ACTG1
KRAS Signaling Dn,2/200,0.607505270072967,0.6853905611079627,0,0,0.97999799979998,0.4884255433235287,TCL1A;TENT5C
Bile Acid Metabolism,1/112,0.6838309179378819,0.7522140097316701,0,0,0.8736075977455288,0.33200983948443946,CAT
Coagulation,1/138,0.7582175551661764,0.8046857874054918,0,0,0.7068785732264212,0.19565333105597837,CD9
UV Response Dn,1/144,0.77274175233071285,0.8046857874054918,0,0,0.6770126425298839,0.17454088065560117,ATP2B4
DNA Repair,1/150,0.786397474055367,0.8046857874054918,0,0,0.6495520216881013,0.15608275340568192,PCNA
Inflammatory Response,1/200,0.8726463575954879,0.8726463575954879,0,0,0.4851102804663713,0.06608409647569465,IRF1
