Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
double-stranded DNA binding (GO:0003690),19/651,4.0615500442345546e-5,0.001126157057719581,0,0,3.11423195347246,31.48912283392579,XBP1;JUN;DHX9;XRCC5;UHRF1;LEF1;HMGB2;HNRNPU;NUCKS1;HMGB1;YBX1;H1-0;MACROH2A1;KLF3;MSH6;IFI16;HDGF;ERG;SOX4
translation initiation factor activity (GO:0003743),5/41,5.844039777183463e-5,0.0014853601100341303,0,0,13.791178112786152,134.4295522980194,EIF4A2;EIF2S3;EIF5;EIF3F;EIF1
mRNA binding (GO:0003729),11/263,8.569042456878471e-5,0.002010429191806103,0,0,4.4202648244099025,41.39476107955318,DDX6;HNRNPK;PKM;DHX9;NCL;HNRNPU;PABPC1;SRSF5;SF3B1;YBX3;RBMX
ferrous iron binding (GO:0008198),4/24,9.5159746559803e-5,0.0020731230500528513,0,0,19.776,183.12484112475292,FECH;FTH1;FTL;SNCA
sequence-specific double-stranded DNA binding (GO:1990837),19/712,1.3215578198351013e-4,0.002687167566998039,0,0,2.831067431067431,25.285761327769357,RNF10;XBP1;JUN;CIITA;MCM7;DHX9;XRCC5;NONO;LEF1;HMGB2;HNRNPU;HMGB1;YBX1;MACROH2A1;KLF3;IRF1;ERG;SOX4;SNCA
MHC protein binding (GO:0042287),4/28,1.7760052939731435e-4,0.003385510091636305,0,0,16.476666666666667,142.29206076431694,CD74;TUBB;MARCHF8;HLA-E
methylation-dependent protein binding (GO:0140034),5/63,4.5718039911799035e-4,0.008202354219469826,0,0,8.550511176572519,65.75712903138363,MSH6;KMT2E;CBX5;UHRF1;CHD1
transcription cis-regulatory region binding (GO:0000976),15/549,5.347514326235969e-4,0.009061065941677613,0,0,2.862790559419773,21.567429659830562,RNF10;XBP1;JUN;CIITA;XRCC5;UHRF1;NONO;LEF1;HMGB2;ENO1;HMGB1;MACROH2A1;IRF1;SOX4;SNCA
four-way junction DNA binding (GO:0000400),3/17,6.39855063874516e-4,0.009923343995726103,0,0,21.08955223880597,155.098237511102,MSH6;HMGB2;HMGB1
methylated histone binding (GO:0035064),5/68,6.507110816869575e-4,0.009923343995726103,0,0,7.869905080960358,57.7449942796252,MSH6;KMT2E;CBX5;UHRF1;CHD1
cytoskeleton-nuclear membrane anchor activity (GO:0140444),2/5,0.0010145693548244859,0.014735412058165151,0,0,65.32343234323433,450.29343070918674,SUN2;SYNE3
single-stranded RNA binding (GO:0003727),4/45,0.001128925665016884,0.015651014901370438,0,0,9.636585365853659,65.39857901620994,DHX9;HNRNPU;HNRNPA1;EIF4B
DNA-binding transcription factor binding (GO:0140297),8/208,0.0013629978577097822,0.01773263561311202,0,0,3.9991836734693877,26.386888613532147,JUN;CIITA;CBX5;IFI27;DHX9;CTNNB1;HMGB1;PTMA
poly(A) binding (GO:0008143),3/22,0.0013956889789124613,0.01773263561311202,0,0,15.535742340926944,102.137673226115,HNRNPDL;HNRNPU;PABPC1
supercoiled DNA binding (GO:0097100),2/6,0.0015116345112816804,0.01773263561311202,0,0,48.99009900990099,318.1693214221626,HMGB2;HMGB1
arylesterase activity (GO:0004064),2/6,0.0015116345112816804,0.01773263561311202,0,0,48.99009900990099,318.1693214221626,CA1;CA2
MutLalpha complex binding (GO:0032405),2/7,0.0021020875228563037,0.022897739088256163,0,0,39.19009900990099,241.60007741930562,MSH6;PCNA
ferric iron binding (GO:0008199),2/7,0.0021020875228563037,0.022897739088256163,0,0,39.19009900990099,241.60007741930562,FTH1;FTL
iron ion binding (GO:0005506),4/54,0.0022313336616004015,0.023467474716831808,0,0,7.8984,48.22096271087017,FECH;FTH1;FTL;SNCA
CD4 receptor binding (GO:0042609),2/8,0.0027839903939959804,0.026235166842767225,0,0,32.65676567656766,192.14816343516293,CD74;HLA-DRB1
poly(G) binding (GO:0034046),2/8,0.0027839903939959804,0.026235166842767225,0,0,32.65676567656766,192.14816343516293,HNRNPDL;HNRNPU
purine ribonucleoside triphosphate binding (GO:0035639),12/460,0.0027916754526962234,0.026235166842767225,0,0,2.69921875,15.87441140551693,EEF1A1;MSH6;TUBA1A;CDK6;HSPA5;DHX9;WNK1;TUBB;HNRNPU;SEPTIN6;RHOA;GBP4
poly-purine tract binding (GO:0070717),3/28,0.0028385590354469458,0.026235166842767225,0,0,11.803582089552238,69.22162011834958,HNRNPDL;HNRNPU;PABPC1
RAGE receptor binding (GO:0050786),2/9,0.0035554345894270433,0.03189433969927201,0,0,27.99009900990099,157.84394888758456,HMGB2;HMGB1
protein kinase activator activity (GO:0030295),4/63,0.003914407454741454,0.03411126496274695,0,0,6.690508474576271,37.086099408661646,TCL1A;WNK1;NCKAP1L;IQGAP1
DNA secondary structure binding (GO:0000217),3/33,0.0045541861503708165,0.0385840771073083,0,0,9.833830845771145,53.02114872876838,MSH6;HMGB2;HMGB1
carbonate dehydratase activity (GO:0004089),2/11,0.0053594577958809494,0.043200281689095926,0,0,21.76787678767877,113.82188694681741,CA1;CA2
estrogen receptor binding (GO:0030331),3/35,0.005382330177657852,0.043200281689095926,0,0,9.218283582089553,48.1621567189254,LEF1;NRIP1;CTNNB1
ubiquitin protein ligase binding (GO:0031625),8/265,0.005977295665968741,0.04674551738770425,0,0,3.1031525450647184,15.887480192915104,JUN;UBB;HSPA5;XRCC5;TUBB;MDM2;FBXO7;ACTG1
double-stranded RNA binding (GO:0003725),4/73,0.006611143710284143,0.05040997079091659,0,0,5.717971014492754,28.698488589835954,TFRC;DHX9;HNRNPU;EIF4B
GTPase activity (GO:0003924),7/216,0.006834856878510214,0.05084466702306379,0,0,3.3300706773856654,16.602799140230815,EEF1A1;ARHGDIB;SEPTIN6;SEPTIN9;GSPT1;RHOA;GBP4
GDP-dissociation inhibitor activity (GO:0005092),2/13,0.007499463418107064,0.05446038910768225,0,0,17.808280828082808,87.13456119433339,EIF5;ARHGDIB
regulatory RNA binding (GO:0061980),3/40,0.007828108911597208,0.05466558405903598,0,0,7.970552642194433,38.657453835827425,DHX9;YBX1;HNRNPA1
nucleoside-triphosphatase activity (GO:0017111),8/278,0.007886182618352732,0.05466558405903598,0,0,2.95177626606198,14.294398927767636,EEF1A1;DHX9;ARHGDIB;SEPTIN6;SEPTIN9;GSPT1;RHOA;GBP4
ubiquitin-like protein ligase binding (GO:0044389),8/282,0.00855684536561859,0.05707913663281936,0,0,2.9080887829584388,13.84547958481909,JUN;UBB;HSPA5;XRCC5;TUBB;MDM2;FBXO7;ACTG1
protein phosphatase binding (GO:0019903),5/123,0.00860865667249079,0.05707913663281936,0,0,4.190017886040371,19.92348054508157,PPP1R15A;ATP2B4;CTNNB1;IQGAP1;ANK1
actin binding (GO:0003779),6/177,0.009733521527996608,0.0631643418306163,0,0,3.477760056707425,16.1096089223082,HNRNPU;UTRN;SSH2;TMSB10;SPTB;SNCA
damaged DNA binding (GO:0003684),3/44,0.01018638490716654,0.06472598743095406,0,0,7.1914816163087005,32.9851921979975,PCNA;HMGB2;HMGB1
3'-5' DNA helicase activity (GO:0043138),2/16,0.011308393132852779,0.07038897766367545,0,0,13.990099009900991,62.7065627163399,MCM7;DHX9
ribosomal small subunit binding (GO:0043024),2/17,0.012730869441244937,0.07613559175646482,0,0,13.056765676567657,56.97614224616206,EIF4B;EIF1
MHC class I protein binding (GO:0042288),2/17,0.012730869441244937,0.07613559175646482,0,0,13.056765676567657,56.97614224616206,TUBB;HLA-E
GTP binding (GO:0005525),6/189,0.013136073035144703,0.07704812068690643,0,0,3.2477231329690346,14.070413507519964,EEF1A1;TUBA1A;TUBB;SEPTIN6;RHOA;GBP4
RNA polymerase binding (GO:0070063),2/18,0.014226973088961481,0.08035605170617133,0,0,12.240099009900991,52.052436030078844,DHX9;STOM
DNA polymerase binding (GO:0070182),2/18,0.014226973088961481,0.08035605170617133,0,0,12.240099009900991,52.052436030078844,PCNA;HMGB1
single-stranded DNA helicase activity (GO:0017116),2/19,0.015795069396999695,0.08451747659798083,0,0,11.519510774606873,47.78359250200557,MCM7;DHX9
SUMO transferase activity (GO:0019789),2/19,0.015795069396999695,0.08451747659798083,0,0,11.519510774606873,47.78359250200557,RANBP2;MDM2
ankyrin binding (GO:0030506),2/19,0.015795069396999695,0.08451747659798083,0,0,11.519510774606873,47.78359250200557,SLC4A1;SPTB
GTPase binding (GO:0051020),6/201,0.017296422750444705,0.090955326532510955,0,0,3.045998445998446,12.358394180400143,RANBP2;ARHGDIB;ENO1;IQGAP1;YBX1;YBX3
protein kinase regulator activity (GO:0019887),4/98,0.01804320957407287,0.09300736355182865,0,0,4.191914893617021,16.83047904878946,CCND3;WNK1;NCKAP1L;SNCA
ubiquitin protein ligase activity (GO:0061630),7/263,0.018591917964425442,0.09300736355182865,0,0,2.7121668781725887,10.808061792955378,RNF10;UHRF1;UBE2D3;MKRN1;MARCHF8;MDM2;TRIM58
hydro-lyase activity (GO:0016836),3/55,0.01860147271036573,0.09300736355182865,0,0,5.667049368541906,22.580440513897557,CA1;CA2;ENO1
ubiquitin-protein transferase activity (GO:0004842),9/392,0.019567608452324275,0.0962600093219178,0,0,2.339385418758787,9.202860832323761,RNF10;UHRF1;UBE2D3;MKRN1;MARCHF8;MDM2;TRIM58;FBXO7;MIB1
protein phosphatase regulator activity (GO:0019888),3/57,0.02044268945320505,0.09896857592424667,0,0,5.456605859590934,21.226905848947467,PPP1R15A;PPP1R15B;SET
telomerase RNA binding (GO:0070034),2/22,0.020915346369852938,0.0990921399985129,0,0,9.79009900990099,37.86097688832336,HNRNPU;DCP2
ubiquitin-like protein ligase activity (GO:0061659),7/270,0.021117997048863402,0.0990921399985129,0,0,2.639034181930478,10.180416537512817,RNF10;UHRF1;UBE2D3;MKRN1;MARCHF8;MDM2;TRIM58
guanyl ribonucleotide binding (GO:0032561),6/214,0.022740284080743602,0.10358878579730109,0,0,2.8537296037296036,10.79742069300223,EEF1A1;TUBA1A;TUBB;SEPTIN6;RHOA;GBP4
DNA replication origin binding (GO:0003688),2/23,0.022755569339079254,0.10358878579730109,0,0,9.323432343234323,35.27003509816899,MCM7;DHX9
poly-pyrimidine tract binding (GO:0008187),2/25,0.026627108198951973,0.11943041177471106,0,0,8.511838140335772,30.86243958452893,HNRNPU;PABPC1
phosphatase binding (GO:0019902),4/114,0.029436747725301284,0.1301189573364767,0,0,3.5792727272727274,12.618767027453668,WNK1;CTNNB1;IQGAP1;ANK1
protein homodimerization activity (GO:0042803),12/636,0.03038722640009649,0.13240148645756328,0,0,1.920272435897436,6.7089190689822615,TOP2A;MSH6;BNIP3L;TFRC;MME;TPM4;FECH;CAT;ADAM10;SLC4A1;ENO1;GBP4
GTPase regulator activity (GO:0030695),6/233,0.0326058308421231,0.14006730150489502,0,0,2.6123348017621146,8.942712065304974,RANBP2;JUN;EIF5;NCKAP1L;IQGAP1;ARHGEF6
nuclear receptor binding (GO:0016922),4/120,0.03459497578080226,0.14654816129367623,0,0,3.393103448275862,11.41455885190288,PRKCB;LEF1;NRIP1;CTNNB1
pre-mRNA binding (GO:0036002),2/29,0.035093724013126076,0.14662446334251306,0,0,7.24935826916025,24.283414387731682,HNRNPU;HNRNPA1
miRNA binding (GO:0035198),2/30,0.037352874448926196,0.15395441495841203,0,0,6.99009900990099,22.97886989951578,YBX1;HNRNPA1
transition metal ion binding (GO:0046914),9/445,0.03941682351932414,0.15553387214463307,0,0,2.0494001411432605,6.626863568780912,CYLD;MME;CA2;UHRF1;FTH1;MDM2;LNPEP;FTL;SNCA
kinase activator activity (GO:0019209),2/31,0.03966628721748877,0.15553387214463307,0,0,6.748719699556163,21.77983021931005,WNK1;NCKAP1L
ubiquitin binding (GO:0043130),3/74,0.03998117507322763,0.15553387214463307,0,0,4.14652091654404,13.349087843731935,TOP2A;MDM2;FBXO7
RNA polymerase II complex binding (GO:0000993),2/32,0.04203263221939841,0.15553387214463307,0,0,6.523432343234323,20.674772867416195,DHX9;HNRNPU
chemoattractant activity (GO:0042056),2/32,0.04203263221939841,0.15553387214463307,0,0,6.523432343234323,20.674772867416195,HMGB2;HMGB1
RNA polymerase core enzyme binding (GO:0043175),2/33,0.04445060060490756,0.15553387214463307,0,0,6.31267965506228,19.653750416678832,DHX9;HNRNPU
telomeric DNA binding (GO:0042162),2/33,0.04445060060490756,0.15553387214463307,0,0,6.31267965506228,19.653750416678832,XRCC5;NCL
basal RNA polymerase II transcription machinery binding (GO:0001099),2/33,0.04445060060490756,0.15553387214463307,0,0,6.31267965506228,19.653750416678832,DHX9;HNRNPU
nucleosomal DNA binding (GO:0031492),2/33,0.04445060060490756,0.15553387214463307,0,0,6.31267965506228,19.653750416678832,MACROH2A1;H1-0
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629),5/190,0.04551124342478252,0.15553387214463307,0,0,2.663452397120739,8.229524230720084,JUN;IFI27;DHX9;NRIP1;CTNNB1
cis-regulatory region sequence-specific DNA binding (GO:0000987),18/1149,0.04675590851831109,0.15553387214463307,0,0,1.5970736716009242,4.8915406318248245,XBP1;JUN;DHX9;UHRF1;LEF1;EBF1;HMGB2;HNRNPU;PAX5;KLF3;ZEB2;IFI16;IRF1;MYB;NRIP1;ERG;RBMX;SOX4
5'-deoxyribose-5-phosphate lyase activity (GO:0051575),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,XRCC5
RNA strand annealing activity (GO:0033592),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,EIF4B
annealing activity (GO:0097617),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,EIF4B
mannokinase activity (GO:0019158),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HK1
C-X-C chemokine binding (GO:0019958),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HMGB1
NEDD8 transferase activity (GO:0019788),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,MDM2
DNA insertion or deletion binding (GO:0032135),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,PCNA
dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,STT3B
fructokinase activity (GO:0008865),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HK1
glucokinase activity (GO:0004340),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HK1
rDNA binding (GO:0000182),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,MACROH2A1
hemoglobin alpha binding (GO:0031721),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HBD
hexokinase activity (GO:0004396),1/5,0.049974817934996855,0.15553387214463307,0,0,24.374384236453203,73.03140854408878,HK1
protein serine/threonine kinase activator activity (GO:0043539),2/37,0.05461325848439487,0.16104938167842148,0,0,5.59009900990099,16.253093222624923,TCL1A;IQGAP1
"DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)",7/333,0.05510685718094577,0.16104938167842148,0,0,2.1221699729064807,6.151069601643843,JUN;IRF1;MYB;LEF1;MDM2;ERG;SOX4
mRNA 3'-UTR binding (GO:0003730),3/85,0.056231566767368284,0.16104938167842148,0,0,3.588278121587186,10.32805836370503,HNRNPU;PABPC1;YBX3
zinc ion binding (GO:0008270),7/336,0.05727371435654236,0.16104938167842148,0,0,2.102494869856356,6.012953457245332,CYLD;MME;CA2;UHRF1;MDM2;LNPEP;SNCA
GTPase activator activity (GO:0005096),7/336,0.05727371435654236,0.16104938167842148,0,0,2.102494869856356,6.012953457245332,RANBP2;DOCK11;JUN;DOCK8;NCKAP1L;IQGAP1;ARHGEF6
sequence-specific DNA binding (GO:0043565),12/707,0.05907719176778902,0.16104938167842148,0,0,1.7177158273381294,4.85926409116818,XBP1;JUN;ZEB2;XRCC5;UHRF1;NCL;LEF1;HNRNPU;ERG;YBX1;KLF3;SOX4
RNA adenylyltransferase activity (GO:1990817),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,TENT5C
MHC class II protein binding (GO:0042289),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,CD74
mismatched DNA binding (GO:0030983),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,MSH6
nucleosomal histone binding (GO:0031493),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,UHRF1
oligosaccharyl transferase activity (GO:0004576),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,STT3B
dihydropyrimidinase activity (GO:0004157),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,DPYSL2
peroxisome targeting sequence binding (GO:0000268),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,CAT
double-stranded methylated DNA binding (GO:0010385),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,MACROH2A1
protein phosphatase 2B binding (GO:0030346),1/6,0.05966747583495616,0.16104938167842148,0,0,19.498522167487685,54.965713945366076,ATP2B4
ATP binding (GO:0005524),6/278,0.06590819825074828,0.17174655604614208,0,0,2.1751336898395723,5.915259627246608,MSH6;CDK6;HSPA5;DHX9;WNK1;HNRNPU
heme binding (GO:0020037),3/91,0.06622263298581345,0.17174655604614208,0,0,3.3426051560379917,9.074280477828792,CAT;HBD;HBA1
histone threonine kinase activity (GO:0035184),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,PRKCB
"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)",1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,EDEM1
mannosyl-oligosaccharide mannosidase activity (GO:0015924),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,EDEM1
vascular endothelial growth factor-activated receptor activity (GO:0005021),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,FLT3
nitric-oxide synthase binding (GO:0050998),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,ATP2B4
"oxidoreductase activity, acting on metal ions, oxygen as acceptor (GO:0016724)",1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,FTH1
phosphatidylinositol 3-kinase regulatory subunit binding (GO:0036312),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,PIK3AP1
ferroxidase activity (GO:0004322),1/7,0.06926172588090321,0.17174655604614208,0,0,16.247947454844006,43.37979083454179,FTH1
protein kinase inhibitor activity (GO:0004860),2/43,0.07119624540444684,0.1751197971641636,0,0,4.770586814779039,12.605394029939811,MACROH2A1;SNCA
protein kinase C binding (GO:0005080),2/45,0.07704418742709425,0.1833691706420564,0,0,4.548238544784711,11.658846251305821,TOP2A;PRKCB
RNA polymerase II C-terminal domain binding (GO:0099122),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,HNRNPU
siRNA binding (GO:0035197),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,DHX9
iron ion transmembrane transporter activity (GO:0005381),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,SLC25A37
bubble DNA binding (GO:0000405),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,HMGB1
oxidized DNA binding (GO:0032356),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,MSH6
cuprous ion binding (GO:1903136),1/8,0.07875856181675209,0.1833691706420564,0,0,13.926108374384237,35.39137016593114,SNCA
5S rRNA binding (GO:0008097),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,MDM2
armadillo repeat domain binding (GO:0070016),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,LEF1
U3 snoRNA binding (GO:0034511),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,XRCC5
natural killer cell lectin-like receptor binding (GO:0046703),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,HLA-E
P-type calcium transporter activity (GO:0005388),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,ATP2B4
phosphatidylethanolamine binding (GO:0008429),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,ESYT2
double-stranded telomeric DNA binding (GO:0003691),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,XRCC5
potassium channel inhibitor activity (GO:0019870),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,WNK1
glucocorticoid receptor binding (GO:0035259),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,NRIP1
growth hormone receptor binding (GO:0005131),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,SOCS2
guanylate kinase activity (GO:0004385),1/9,0.0881589675605576,0.18935552891528218,0,0,12.18472906403941,29.59199926092177,MPP1
tRNA binding (GO:0000049),2/49,0.08916884380813203,0.19018529623412778,0,0,4.160311775858437,10.056403745859729,EEF1A1;EIF2S3
adenyl ribonucleotide binding (GO:0032559),6/306,0.09399340126111358,0.19302918670252928,0,0,1.9692929292929293,4.656453585703478,MSH6;CDK6;HSPA5;DHX9;WNK1;HNRNPU
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)",1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,DPYSL2
sequence-specific mRNA binding (GO:1990825),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,DHX9
Lys63-specific deubiquitinase activity (GO:0061578),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,CYLD
cAMP response element binding (GO:0035497),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,JUN
cardiolipin binding (GO:1901612),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,MME
chloride channel inhibitor activity (GO:0019869),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,WNK1
nucleoside-triphosphate diphosphatase activity (GO:0047429),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,DHX9
oxidized purine DNA binding (GO:0032357),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,MSH6
phospholipase inhibitor activity (GO:0004859),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,SNCA
G-rich strand telomeric DNA binding (GO:0098505),1/10,0.09746391722029348,0.19302918670252928,0,0,10.83032293377121,25.21594900155374,HNRNPA1
transcription coregulator binding (GO:0001221),2/53,0.10181152270043903,0.19718596629416713,0,0,3.833236264802951,8.7575342022346,CTNNB1;HDGF
exopeptidase activity (GO:0008238),2/53,0.10181152270043903,0.19718596629416713,0,0,3.833236264802951,8.7575342022346,MME;LNPEP
small GTPase binding (GO:0031267),4/175,0.10445949736516144,0.19718596629416713,0,0,2.2953216374269005,5.185030281193446,RANBP2;ARHGDIB;IQGAP1;YBX3
pyrophosphatase activity (GO:0016462),2/54,0.10504592758167294,0.19718596629416713,0,0,3.7593297791317593,8.471114399834835,DHX9;DCP2
histone methyltransferase binding (GO:1990226),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,CTNNB1
transaminase activity (GO:0008483),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,BCAT1
MAP-kinase scaffold activity (GO:0005078),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,IQGAP1
carbohydrate kinase activity (GO:0019200),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,HK1
vinculin binding (GO:0017166),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,UTRN
nuclear export signal receptor activity (GO:0005049),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,XPO1
retinoid X receptor binding (GO:0046965),1/11,0.10667437520831993,0.19718596629416713,0,0,9.74679802955665,21.81308356459046,NRIP1
