Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
positive regulation of NF-kappaB transcription factor activity (GO:0051092),4/155,4.395712001662764e-4,0.007731016833733834,0,0,12.490066225165563,96.54460043419797,S100A12;S100A9;S100A8;LTF
cellular response to type I interferon (GO:0071357),3/65,4.5008974601774485e-4,0.007731016833733834,0,0,22.384096024006002,172.49326668270768,ADAR;SAMHD1;JAK1
type I interferon signaling pathway (GO:0060337),3/65,4.5008974601774485e-4,0.007731016833733834,0,0,22.384096024006002,172.49326668270768,ADAR;SAMHD1;JAK1
negative regulation of bone mineralization (GO:0030502),2/14,4.6271891745299534e-4,0.007731016833733834,0,0,75.53787878787878,580.0093518719605,SRGN;RFLNB
positive regulation of leukocyte degranulation (GO:0043302),2/14,4.6271891745299534e-4,0.007731016833733834,0,0,75.53787878787878,580.0093518719605,ITGB2;GAB2
extracellular matrix disassembly (GO:0022617),3/66,4.7076557174292633e-4,0.007731016833733834,0,0,22.027685492801773,168.7574095944321,CTSG;LCP1;MMP8
cellular component disassembly (GO:0022411),3/66,4.7076557174292633e-4,0.007731016833733834,0,0,22.027685492801773,168.7574095944321,CTSG;LCP1;MMP8
response to lipopolysaccharide (GO:0032496),4/159,4.8396396071303784e-4,0.007774986238411629,0,0,12.165284178187404,92.86369817754088,DEFA3;CTSG;S100A9;S100A8
protein localization to cell-cell junction (GO:0150105),2/15,5.331252155032125e-4,0.00838254328206115,0,0,69.72377622377623,525.490965769041,ACTB;JAK1
epiboly involved in wound healing (GO:0090505),2/16,6.083945147130895e-4,0.009175582579040267,0,0,64.74025974025975,479.3813605520194,FLNA;LCP1
positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996),2/16,6.083945147130895e-4,0.009175582579040267,0,0,64.74025974025975,479.3813605520194,ITGB2;ETS1
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),4/170,6.224479888990935e-4,0.009199781275928602,0,0,11.352839931153184,83.80496695288002,SELL;ITGB2;EMB;CEACAM8
negative regulation of protein binding (GO:0032091),3/74,6.583755905513038e-4,0.009539991400341442,0,0,19.537831641008843,143.12897674797932,B2M;SORL1;ACTB
regulation of immune response (GO:0050776),4/179,7.550283601632928e-4,0.01073011458001295,0,0,10.764081632653062,77.3803483082343,SELL;ITGB2;SAMHD1;B2M
regulated exocytosis (GO:0045055),4/180,7.708978783243848e-4,0.010748934567579629,0,0,10.702380952380953,76.71418127846742,SRGN;PSAP;FLNA;TLN1
negative regulation of apoptotic process (GO:0043066),6/485,8.113601498548999e-4,0.011103613902643908,0,0,6.098643006263048,43.40281352843155,CFL1;FLNA;CTSG;MPO;MCL1;LTF
negative regulation of nervous system development (GO:0051961),2/19,8.631631629479798e-4,0.011597774134882855,0,0,53.30748663101604,376.07935098604037,SORL1;B2M
regulation of neuron death (GO:1901214),3/86,0.0010195720197132279,0.013454709331572775,0,0,16.702998038666294,115.05646948843464,ITGB2;FOS;SORL1
innate immune response in mucosa (GO:0002227),2/21,0.0010569268597320413,0.013702964023543485,0,0,47.69138755980861,326.7999762595502,DEFA3;LTF
toll-like receptor signaling pathway (GO:0002224),3/91,0.0012006368049580992,0.015297768945931644,0,0,15.75,105.91722527629508,ITGB2;S100A9;S100A8
supramolecular fiber organization (GO:0097435),5/351,0.0012289490717338305,0.015393107864598316,0,0,6.911039052587058,46.31499089691072,KLHL24;LYZ;B2M;SORL1;LTF
"wound healing, spreading of cells (GO:0044319)",2/24,0.0013830203898899714,0.01703420113547815,0,0,41.18181818181818,271.11990217079807,FLNA;LCP1
cell junction assembly (GO:0034329),3/102,0.0016672470711088423,0.020198288287695647,0,0,13.992248062015504,89.5025547215326,FLNA;TLN1;ACTB
negative regulation of programmed cell death (GO:0043069),5/381,0.0017636402334875797,0.02102145375076325,0,0,6.349896211728074,40.260725044227556,CFL1;FLNA;MPO;MCL1;LTF
receptor clustering (GO:0043113),2/28,0.0018830893634099947,0.021743797493124783,0,0,34.83916083916084,218.61021478232786,ITGB2;FLNA
mucosal immune response (GO:0002385),2/28,0.0018830893634099947,0.021743797493124783,0,0,34.83916083916084,218.61021478232786,DEFA3;LTF
regulation of macrophage activation (GO:0043030),2/30,0.002160721100314693,0.024565736817423973,0,0,32.3474025974026,198.5261432195098,BPI;MMP8
positive regulation of leukocyte cell-cell adhesion (GO:1903039),2/31,0.0023063632118604876,0.02582427899340758,0,0,31.230407523510973,189.63363791906963,ITGB2;ETS1
positive regulation of DNA-binding transcription factor activity (GO:0051091),4/246,0.002430524775767497,0.02669668470639141,0,0,7.757575757575758,46.69787607535782,S100A12;S100A9;S100A8;LTF
endodermal cell differentiation (GO:0035987),2/32,0.0024565284980170715,0.02669668470639141,0,0,30.187878787878788,181.39914794415571,ITGB2;MMP8
regulation of protein binding (GO:0043393),3/118,0.0025262384545090047,0.02705637996930659,0,0,12.035793731041457,71.98636947297132,B2M;SORL1;ACTB
actin filament bundle organization (GO:0061572),2/33,0.002611196301997773,0.02756677238823363,0,0,29.212609970674485,173.7550502694207,RFLNB;LCP1
cellular response to lipopolysaccharide (GO:0071222),3/120,0.0026495271610690553,0.027577472845493407,0,0,11.8288610614192,70.18505767322044,DEFA3;CTSG;BPI
regulation of tumor necrosis factor production (GO:0032680),3/124,0.0029071320704851717,0.02970129250411275,0,0,11.43551797040169,66.79015162247424,BPI;MMP8;LTF
negative regulation of neurogenesis (GO:0050768),2/35,0.0029339571756430726,0.02970129250411275,0,0,27.439393939393938,160.01016949426773,B2M;SORL1
endoderm formation (GO:0001706),2/36,0.0031020092699298118,0.030978173655109874,0,0,26.63101604278075,153.81289852825822,ITGB2;MMP8
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),2/40,0.003818220426103208,0.037622198598536945,0,0,23.822966507177032,132.6455824042491,S100A9;S100A8
skeletal system morphogenesis (GO:0048705),2/42,0.004202444806790308,0.040863246213395224,0,0,22.629545454545454,123.8308828235913,RFLNB;LTF
intracellular steroid hormone receptor signaling pathway (GO:0030518),2/44,0.004603867792024438,0.04418517270527351,0,0,21.549783549783548,115.95633608245093,DEFA3;NR3C1
positive regulation of intracellular protein transport (GO:0090316),3/148,0.004775813613167917,0.04524777256578321,0,0,9.531194867682437,50.936525157945155,ITGB2;FLNA;SORL1
extracellular matrix organization (GO:0030198),4/300,0.004934982181399443,0.046163947241192264,0,0,6.324967824967825,33.594473426353,ITGB2;CTSG;LCP1;MMP8
actin filament organization (GO:0007015),3/152,0.0051434330419726825,0.04751246272522266,0,0,9.273450913063837,48.87140638933629,RFLNB;FLNA;LCP1
positive regulation of neuron death (GO:1901216),2/47,0.00523790183287352,0.04778777104313002,0,0,20.110101010101012,105.61491774669291,ITGB2;FOS
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),2/48,0.005457674082549767,0.04918562374395461,0,0,19.67193675889328,102.50520162768173,BPI;LTF
positive regulation of reactive oxygen species metabolic process (GO:2000379),2/49,0.005681627397885792,0.05058701984382651,0,0,19.252417794970988,99.5449645426864,ITGB2;MMP8
protein homotetramerization (GO:0051289),2/52,0.0063783787113196565,0.05556978107813284,0,0,18.094545454545454,91.4650562908582,SAMHD1;B2M
cellular response to oxygen-containing compound (GO:1901701),4/323,0.006391652762708108,0.05556978107813284,0,0,5.862068965517241,29.61964163011367,DEFA3;CTSG;FOS;ACTB
regulation of apoptotic process (GO:0042981),6/742,0.006761318541849716,0.0581001674700807,0,0,3.916711956521739,19.56999760884865,CFL1;FLNA;MPO;DUSP6;MCL1;LTF
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),3/171,0.007120449279876091,0.060482896756648634,0,0,8.216777408637874,40.63019319584977,FLNA;S100A12;LTF
positive regulation of apoptotic signaling pathway (GO:2001235),2/59,0.008146853216535112,0.06841505144340282,0,0,15.86682615629984,76.32139391523698,S100A9;S100A8
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),2/60,0.008415523022552067,0.06934046325498597,0,0,15.592476489028213,74.49582096726616,PSAP;FLNA
negative regulation of cytokine production (GO:0001818),3/182,0.008444711357170146,0.06934046325498597,0,0,7.707548395478758,36.797492457260745,SRGN;BPI;MMP8
pattern recognition receptor signaling pathway (GO:0002221),2/61,0.008688143683921566,0.07055536464195644,0,0,15.327426810477657,72.74084050600412,S100A9;S100A8
regulation of neurogenesis (GO:0050767),2/62,0.00896469642564332,0.0720098984625045,0,0,15.07121212121212,71.05264229068071,B2M;SORL1
positive regulation of cell death (GO:0010942),2/66,0.010109854865250118,0.07230988645525188,0,0,14.126420454545455,64.90023091346157,ITGB2;FOS
cell-cell junction assembly (GO:0007043),2/66,0.010109854865250118,0.07230988645525188,0,0,14.126420454545455,64.90023091346157,TLN1;ACTB
protein localization to membrane (GO:0072657),3/195,0.01018513857643445,0.07230988645525188,0,0,7.180959302325581,32.937808128946614,FYB1;ITGB2;FLNA
regulation of viral genome replication (GO:0045069),2/67,0.010405788552972155,0.07230988645525188,0,0,13.908391608391609,63.49727419150359,ADAR;LTF
interferon-gamma-mediated signaling pathway (GO:0060333),2/68,0.010705542973315047,0.07230988645525188,0,0,13.696969696969697,62.14306435802923,B2M;JAK1
negative regulation of cellular catabolic process (GO:0031330),2/69,0.0110090997812215,0.07230988645525188,0,0,13.491858887381275,60.83523824073091,SORL1;MCL1
defense response to Gram-positive bacterium (GO:0050830),2/70,0.011316440692534107,0.07230988645525188,0,0,13.292780748663102,59.57157940663173,DEFA3;LYZ
protein retention in Golgi apparatus (GO:0045053),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,SORL1
antifungal humoral response (GO:0019732),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,LTF
glucose import across plasma membrane (GO:0098708),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,SLC2A3
regulation of cyclase activity (GO:0031279),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,CAP1
ribose phosphate metabolic process (GO:0019693),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,TKT
positive regulation of mast cell activation involved in immune response (GO:0033008),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,GAB2
positive regulation of neutrophil extravasation (GO:2000391),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,RIPOR2
cellular response to nicotine (GO:0071316),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,B2M
positive regulation of oxidative stress-induced neuron death (GO:1903223),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,MCL1
negative regulation of T cell migration (GO:2000405),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,RIPOR2
regulation of heart growth (GO:0060420),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,DUSP6
negative regulation of transcription by RNA polymerase I (GO:0016479),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,FLNA
regulation of integrin biosynthetic process (GO:0045113),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,S100A9
chronic inflammatory response (GO:0002544),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,S100A9
regulation of lyase activity (GO:0051339),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,CAP1
deoxyribonucleotide metabolic process (GO:0009262),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,SAMHD1
regulation of neutrophil degranulation (GO:0043313),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,ITGB2
PML body organization (GO:0030578),1/5,0.011448249952996578,0.07230988645525188,0,0,110.83333333333333,495.41595635428416,ETS1
protein tetramerization (GO:0051262),2/71,0.0116275474889794,0.07281997961318455,0,0,13.099472990777338,58.350007087698046,SAMHD1;B2M
cell junction organization (GO:0034330),2/72,0.011942402007789574,0.07380827348724454,0,0,12.911688311688312,57.168566103425825,FLNA;ACTB
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",2/73,0.012260986149212767,0.07380827348724454,0,0,12.729193341869399,56.02541764199213,CYBB;B2M
response to molecule of bacterial origin (GO:0002237),2/73,0.012260986149212767,0.07380827348724454,0,0,12.729193341869399,56.02541764199213,S100A9;S100A8
integrin-mediated signaling pathway (GO:0007229),2/75,0.012909271198759906,0.07380827348724454,0,0,12.37920298879203,53.84717511186808,FYB1;ITGB2
positive regulation of growth (GO:0045927),2/76,0.013238936206266351,0.07380827348724454,0,0,12.211302211302211,52.80891302442309,S100A9;S100A8
purine deoxyribonucleotide catabolic process (GO:0009155),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,SAMHD1
regulation of adipose tissue development (GO:1904177),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,SORL1
astrocyte development (GO:0014002),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,S100A9
glycolipid transport (GO:0046836),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,PSAP
hexose import across plasma membrane (GO:0140271),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,SLC2A3
positive regulation of microglial cell activation (GO:1903980),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,MMP8
cellular response to iron ion (GO:0071281),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,B2M
positive regulation of osteoblast proliferation (GO:0033690),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,LTF
negative regulation of triglyceride metabolic process (GO:0090209),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,SORL1
positive regulation of receptor binding (GO:1900122),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,B2M
regulation of macromolecule biosynthetic process (GO:0010556),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,S100A9
type B pancreatic cell proliferation (GO:0044342),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,SERPINB1
"pentose-phosphate shunt, non-oxidative branch (GO:0009052)",1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,TKT
regulation of neutrophil extravasation (GO:2000389),1/6,0.013722475176735492,0.07380827348724454,0,0,88.66222222222223,380.24746931631483,RIPOR2
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),2/78,0.013909221884793927,0.07380827348724454,0,0,11.888755980861244,50.82684777839637,CYBB;B2M
cellular response to lipid (GO:0071396),3/219,0.013911148991634814,0.07380827348724454,0,0,6.375322997416021,27.25491813551528,DEFA3;CTSG;NR3C1
positive regulation of cellular process (GO:0048522),5/625,0.013982622852793284,0.07380827348724454,0,0,3.802911093627065,16.238201986436753,NAMPT;GAB2;ETS1;S100A9;S100A8
regulation of organelle organization (GO:0033043),2/80,0.014593996737903651,0.07432565914262214,0,0,11.582750582750583,48.961966410902626,S100A9;S100A8
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.014772716120379632,0.07432565914262214,0,0,6.229506471640534,26.257203480910515,FLNA;S100A12;LTF
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),2/81,0.014941773437818155,0.07432565914262214,0,0,11.435558112773302,48.070448070239884,S100A9;S100A8
aldehyde biosynthetic process (GO:0046184),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,TKT
astrocyte differentiation (GO:0048708),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,S100A9
regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,FLNA
glyceraldehyde-3-phosphate metabolic process (GO:0019682),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,TKT
response to host defenses (GO:0052200),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,B2M
positive regulation of integrin-mediated signaling pathway (GO:2001046),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,FLNA
ribose phosphate biosynthetic process (GO:0046390),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,TKT
regulation of dopamine metabolic process (GO:0042053),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,ITGB2
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,ADAR
iron coordination entity transport (GO:1901678),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,LTF
iron import into cell (GO:0033212),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,LTF
positive regulation of podosome assembly (GO:0071803),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,LCP1
miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,ADAR
modulation by symbiont of host apoptotic process (GO:0052150),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,CTSG
modulation by symbiont of host defense response (GO:0052031),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,B2M
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376),1/7,0.015991582954907876,0.07432565914262214,0,0,73.88148148148149,305.55110809661255,MCL1
negative regulation of binding (GO:0051100),2/88,0.01747517756376507,0.0757914428296503,0,0,10.501057082452432,42.49750319894254,SORL1;ACTB
axonogenesis (GO:0007409),3/240,0.01773029549783489,0.0757914428296503,0,0,5.804239034442155,23.405480680139043,EMB;GAB2;ACTB
positive regulation of binding (GO:0051099),2/90,0.018230298727214638,0.0757914428296503,0,0,10.261363636363637,41.09337823158696,MMP8;B2M
negative regulation of protein kinase activity (GO:0006469),2/90,0.018230298727214638,0.0757914428296503,0,0,10.261363636363637,41.09337823158696,ADAR;SORL1
adenosine to inosine editing (GO:0006382),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,ADAR
antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,B2M
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,B2M
positive regulation of endocytic recycling (GO:2001137),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,SORL1
positive regulation of homotypic cell-cell adhesion (GO:0034112),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,JAK1
positive regulation of isomerase activity (GO:0010912),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,ITGB2
interleukin-21-mediated signaling pathway (GO:0038114),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,JAK1
cellular response to interleukin-21 (GO:0098757),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,JAK1
somatic hypermutation of immunoglobulin genes (GO:0016446),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,SAMHD1
positive regulation of protein localization to early endosome (GO:1902966),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,SORL1
positive regulation of protein localization to endosome (GO:1905668),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,SORL1
regulation of osteoclast development (GO:2001204),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,LTF
negative regulation by symbiont of host apoptotic process (GO:0033668),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,CTSG
negative regulation by symbiont of host programmed cell death (GO:0052041),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,CTSG
regulation of protein localization to early endosome (GO:1902965),1/8,0.018255584335152574,0.0757914428296503,0,0,63.32380952380952,253.50320962011816,SORL1
